Locutor,texto_procesado,Sarcasmo,matches,corrections,corrected,tokens,lemma,pos,sents,ner,token_count,unique_token_count,nostop_count,sent_count,ner_count,comma,question,exclamation,quotation,organization,caps,person,location,money,time,date,percent,noun,adj,pron,verb,cconj,adv,det,propn,num,part,intj,processed_text,Variable,Variable,Variable
ray,Y como es lógico voy a guardar mi pistol en la caja fuerte hasta que acabe la partida,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['pistola', 'pistón', 'pisto', 'pistos', 'fistol', 'mistol', 'pistó', 'pisto l'], 'offsetInContext': 34, 'context': 'Y como es lógico voy a guardar mi pistol en la caja fuerte hasta que acabe la pa...', 'offset': 34, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Y como es lógico voy a guardar mi pistol en la caja fuerte hasta que acabe la partida'})]",1,Y como es lógico voy a guardar mi pistola en la caja fuerte hasta que acabe la partida,"['Y', 'como', 'es', 'lógico', 'voy', 'a', 'guardar', 'mi', 'pistola', 'en', 'la', 'caja', 'fuerte', 'hasta', 'que', 'acabe', 'la', 'partida']","['y', 'como', 'ser', 'lógico', 'ir', 'a', 'guardar', 'mi', 'pistola', 'en', 'el', 'caja', 'fuerte', 'hasta', 'que', 'acabar', 'el', 'partida']","['CCONJ', 'SCONJ', 'AUX', 'ADJ', 'AUX', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'SCONJ', 'VERB', 'DET', 'NOUN']",['Y como es lógico voy a guardar mi pistola en la caja fuerte hasta que acabe la partida'],[],18,17,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,0,3,0,0,0,0,hasta,,,
abuelo,"Oh, para mí? Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad. Gracias Villy, significa mucho para mí. Villy, esa corbata que usas, no sé de dónde la sacaste pero es supergay",0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Oh'], 'offsetInContext': 0, 'context': 'Oh, para mí? Oh, dios mío, allí está, el v...', 'offset': 0, 'errorLength': 2, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Oh, para mí?'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Parches', 'Pataches', 'Batches', 'Matches', 'Pat ches'], 'offsetInContext': 43, 'context': '...a mí? Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad. Gracias Vil...', 'offset': 47, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['carita', 'carta', 'varita', 'careta', 'garita', 'barita', 'caria', 'cabrita', 'cerita', 'Arita', 'Carima', 'Carina', 'Carito', 'Cáritas', 'Larita', 'Marita', 'Sarita', 'cahíta', 'cajita', 'calita', 'camita', 'caraíta', 'carina', 'caritas', 'carite', 'cariá', 'cariña', 'carlita', 'carota', 'casita', 'catita', 'cañita', 'clarita', 'corita', 'curita', 'rarita', 'Caritas'], 'offsetInContext': 43, 'context': '...mío, allí está, el viejo Patches con su caríta de felizidad. Gracias Villy, significa ...', 'offset': 62, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['felicidad', 'Felicidad'], 'offsetInContext': 43, 'context': '...está, el viejo Patches con su caríta de felizidad. Gracias Villy, significa mucho para mí...', 'offset': 72, 'errorLength': 9, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Villi', 'Villa', 'Billy', 'Fiyi', 'Lilly'], 'offsetInContext': 43, 'context': '...hes con su caríta de felizidad. Gracias Villy, significa mucho para mí. Villy, esa co...', 'offset': 91, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Gracias Villy, significa mucho para mí.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Villi', 'Villa', 'Billy', 'Fiyi', 'Lilly'], 'offsetInContext': 43, 'context': '...Gracias Villy, significa mucho para mí. Villy, esa corbata que usas, no sé de dónde l...', 'offset': 123, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Villy, esa corbata que usas, no sé de dónde la sacaste pero es supergay'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['superguay'], 'offsetInContext': 43, 'context': '...usas, no sé de dónde la sacaste pero es supergay', 'offset': 186, 'errorLength': 8, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Villy, esa corbata que usas, no sé de dónde la sacaste pero es supergay'})]",7,"¿Oh, para mí? Oh, dios mío, allí está, el viejo Parches con su carita de felicidad. Gracias Villi, significa mucho para mí. Villi, esa corbata que usas, no sé de dónde la sacaste pero es superguay","['¿', 'Oh', ',', 'para', 'mí', '?', 'Oh', ',', 'dios', 'mío', ',', 'allí', 'está', ',', 'el', 'viejo', 'Parches', 'con', 'su', 'carita', 'de', 'felicidad', '.', 'Gracias', 'Villi', ',', 'significa', 'mucho', 'para', 'mí', '.', 'Villi', ',', 'esa', 'corbata', 'que', 'usas', ',', 'no', 'sé', 'de', 'dónde', 'la', 'sacaste', 'pero', 'es', 'superguay']","['¿', 'Oh', ',', 'para', 'yo', '?', 'oh', ',', 'dios', 'mío', ',', 'allí', 'estar', ',', 'el', 'viejo', 'Parches', 'con', 'su', 'carita', 'de', 'felicidad', '.', 'gracias', 'Villi', ',', 'significar', 'mucho', 'para', 'yo', '.', 'Villi', ',', 'ese', 'corbata', 'que', 'usar', ',', 'no', 'saber', 'de', 'dónde', 'él', 'sacaste', 'pero', 'ser', 'superguay']","['PUNCT', 'INTJ', 'PUNCT', 'ADP', 'PRON', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'DET', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'DET', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'ADP', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'ADV', 'VERB', 'ADP', 'PRON', 'PRON', 'VERB', 'CCONJ', 'AUX', 'NUM']","['¿Oh, para mí?', 'Oh, dios mío, allí está, el viejo Parches con su carita de felicidad.', 'Gracias Villi, significa mucho para mí.', 'Villi, esa corbata que usas, no sé de dónde la sacaste pero es superguay']","['Oh, para mí?', 'Parches', 'Gracias Villi', 'Villi']",47,35,25,4,4,7,1,0,0,0,0,0,0,0,0,0,0,4,1,5,5,1,3,4,3,1,0,2,mucho corbata saber donde,,,
stan,"Lo siento, mi papá está tomándose el sarcasmobol profesional muy en serio",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['sarcasmo bol'], 'offsetInContext': 37, 'context': 'Lo siento, mi papá está tomándose el sarcasmobol profesional muy en serio', 'offset': 37, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Lo siento, mi papá está tomándose el sarcasmobol profesional muy en serio'})]",1,"Lo siento, mi papá está tomándose el sarcasmo bol profesional muy en serio","['Lo', 'siento', ',', 'mi', 'papá', 'está', 'tomándose', 'el', 'sarcasmo', 'bol', 'profesional', 'muy', 'en', 'serio']","['él', 'sentir', ',', 'mi', 'papá', 'estar', 'tomar él', 'el', 'sarcasmo', 'bol', 'profesional', 'mucho', 'en', 'serio']","['PRON', 'VERB', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADP', 'NOUN']","['Lo siento, mi papá está tomándose el sarcasmo bol profesional muy en serio']",[],14,14,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,2,0,0,0,0,"sentir, estar tomar sarcasmo mucho serio",,,
todos,No,0,[],0,No,['No'],['no'],['ADV'],['No'],[],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
madre de stan,¿No ves qué este deporte le hizo a su padre? ¿Acaso quieres terminar como él?,0,[],0,¿No ves qué este deporte le hizo a su padre? ¿Acaso quieres terminar como él?,"['¿', 'No', 'ves', 'qué', 'este', 'deporte', 'le', 'hizo', 'a', 'su', 'padre', '?', '¿', 'Acaso', 'quieres', 'terminar', 'como', 'él', '?']","['¿', 'no', 'ver', 'qué', 'este', 'deporte', 'él', 'hacer', 'a', 'su', 'padre', '?', '¿', 'acaso', 'querer', 'terminar', 'como', 'él', '?']","['PUNCT', 'ADV', 'VERB', 'PRON', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADV', 'VERB', 'VERB', 'SCONJ', 'PRON', 'PUNCT']","['¿No ves qué este deporte le hizo a su padre?', '¿Acaso quieres terminar como él?']",[],19,17,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,2,2,0,0,0,0,deporte hacer querer terminar,,,
malory,"Estaba allí en el cochecíto, me puse una copa, llamó mi peletero, por cierto, me roba descaradamente. Llamé a la imigración para intentar que le deportaran a su padre. Me puse otra copa, pero no quedaba hielo, así que, ¡ah!",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['cochecito', 'cochecitos'], 'offsetInContext': 18, 'context': 'Estaba allí en el cochecíto, me puse una copa, llamó mi peletero, p...', 'offset': 18, 'errorLength': 9, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Estaba allí en el cochecíto, me puse una copa, llamó mi peletero, por cierto, me roba descaradamente.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['inmigración', 'emigración', 'migración', 'i migración'], 'offsetInContext': 43, 'context': '...rto, me roba descaradamente. Llamé a la imigración para intentar que le deportaran a su pa...', 'offset': 113, 'errorLength': 10, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Llamé a la imigración para intentar que le deportaran a su padre.'})]",2,"Estaba allí en el cochecito, me puse una copa, llamó mi peletero, por cierto, me roba descaradamente. Llamé a la inmigración para intentar que le deportaran a su padre. Me puse otra copa, pero no quedaba hielo, así que, ¡ah!","['Estaba', 'allí', 'en', 'el', 'cochecito', ',', 'me', 'puse', 'una', 'copa', ',', 'llamó', 'mi', 'peletero', ',', 'por', 'cierto', ',', 'me', 'roba', 'descaradamente', '.', 'Llamé', 'a', 'la', 'inmigración', 'para', 'intentar', 'que', 'le', 'deportaran', 'a', 'su', 'padre', '.', 'Me', 'puse', 'otra', 'copa', ',', 'pero', 'no', 'quedaba', 'hielo', ',', 'así', 'que', ',', '¡', 'ah', '!']","['estar', 'allí', 'en', 'el', 'cochecito', ',', 'yo', 'poner', 'uno', 'copa', ',', 'llamar', 'mi', 'peletero', ',', 'por', 'cierto', ',', 'yo', 'robar', 'descaradamente', '.', 'llamar', 'a', 'el', 'inmigración', 'para', 'intentar', 'que', 'él', 'deportar', 'a', 'su', 'padre', '.', 'yo', 'poner', 'otro', 'copa', ',', 'pero', 'no', 'quedar', 'hielo', ',', 'así', 'que', ',', '¡', 'ah', '!']","['VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'PUNCT', 'PUNCT', 'INTJ', 'PUNCT']","['Estaba allí en el cochecito, me puse una copa, llamó mi peletero, por cierto, me roba descaradamente.', 'Llamé a la inmigración para intentar que le deportaran a su padre.', 'Me puse otra copa, pero no quedaba hielo, así que, ¡ah!']","['Llamé', 'Me puse otra copa']",51,39,30,3,2,7,0,1,0,0,0,0,0,0,0,0,0,7,1,4,9,1,4,6,0,0,0,1,estar poner llamar llamar intentar poner quedar,,,
animador,Jackson atrapa el balón. Está corriendo por la meta y uuh.,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['uh', 'u uh'], 'offsetInContext': 43, 'context': '... el balón. Está corriendo por la meta y uuh.', 'offset': 54, 'errorLength': 3, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Está corriendo por la meta y uuh.'})]",1,Jackson atrapa el balón. Está corriendo por la meta y uh.,"['Jackson', 'atrapa', 'el', 'balón', '.', 'Está', 'corriendo', 'por', 'la', 'meta', 'y', 'uh', '.']","['Jackson', 'atrapar', 'el', 'balón', '.', 'estar', 'correr', 'por', 'el', 'meta', 'y', 'uh', '.']","['PROPN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'INTJ', 'PUNCT']","['Jackson atrapa el balón.', 'Está corriendo por la meta y uh.']",['Jackson'],13,12,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,1,0,0,1,estar,,,
animador,"El marcador está cero a cero, mientras los Stines avanzan a los Broncos",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Atines', 'Saines', 'Satines', 'Saínes', 'Tiñes'], 'offsetInContext': 43, 'context': '...marcador está cero a cero, mientras los Stines avanzan a los Broncos', 'offset': 43, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'El marcador está cero a cero, mientras los Stines avanzan a los Broncos'})]",1,"El marcador está cero a cero, mientras los Atines avanzan a los Broncos","['El', 'marcador', 'está', 'cero', 'a', 'cero', ',', 'mientras', 'los', 'Atines', 'avanzan', 'a', 'los', 'Broncos']","['el', 'marcador', 'estar', 'cero', 'a', 'cero', ',', 'mientras', 'el', 'Atines', 'avanzar', 'a', 'el', 'Broncos']","['DET', 'NOUN', 'AUX', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'PROPN', 'VERB', 'ADP', 'DET', 'PROPN']","['El marcador está cero a cero, mientras los Atines avanzan a los Broncos']","['Atines', 'Broncos']",14,11,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,3,2,0,0,0,estar mientras,,,
cheryl,¿Dónde está qué? ¿Te han tirado la cadena?,0,[],0,¿Dónde está qué? ¿Te han tirado la cadena?,"['¿', 'Dónde', 'está', 'qué', '?', '¿', 'Te', 'han', 'tirado', 'la', 'cadena', '?']","['¿', 'dónde', 'estar', 'qué', '?', '¿', 'tú', 'haber', 'tirar', 'el', 'cadena', '?']","['PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['¿Dónde está qué?', '¿Te han tirado la cadena?']",[],12,10,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,estar haber,,,
cyril,"Aha, porque necesitas ayuda con la niña y no quieres llamar a Lana y vienes a pedirnos ayuda",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Ha', 'Ahí', 'Ana', 'Ala', 'Ama', 'Acá', 'Asa', 'Ah', 'Ata', 'Aya', 'Taha', 'Aja', 'Alá', 'Ajá', 'AAA', 'APA', 'Acha', 'Ada', 'Aia', 'Apa', 'Awa', 'Aga', 'Agá', 'Amá', 'Ara', 'Ará', 'Asá', 'Atá', 'Aña', 'Cha', 'Sha', 'A ha', 'Ah a', 'AXA'], 'offsetInContext': 0, 'context': 'Aha, porque necesitas ayuda con la niña y n...', 'offset': 0, 'errorLength': 3, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Aha, porque necesitas ayuda con la niña y no quieres llamar a Lana y vienes a pedirnos ayuda'})]",1,"Ha, porque necesitas ayuda con la niña y no quieres llamar a Lana y vienes a pedirnos ayuda","['Ha', ',', 'porque', 'necesitas', 'ayuda', 'con', 'la', 'niña', 'y', 'no', 'quieres', 'llamar', 'a', 'Lana', 'y', 'vienes', 'a', 'pedirnos', 'ayuda']","['haber', ',', 'porque', 'necesitar', 'ayuda', 'con', 'el', 'niña', 'y', 'no', 'querer', 'llamar', 'a', 'Lana', 'y', 'venir', 'a', 'pedir yo', 'ayuda']","['AUX', 'PUNCT', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN']","['Ha, porque necesitas ayuda con la niña y no quieres llamar a Lana y vienes a pedirnos ayuda']",['Lana'],19,16,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,1,1,1,0,0,0,porque necesitar querer llamar venir pedir,,,
archer,Qué?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Qué'], 'offsetInContext': 0, 'context': 'Qué?', 'offset': 0, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Qué?'})]",1,¿Qué?,"['¿', 'Qué', '?']","['¿', 'qué', '?']","['PUNCT', 'PRON', 'PUNCT']",['¿Qué?'],[],3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,¿que?,,,
butters,¿Eh?,0,[],0,¿Eh?,"['¿', 'Eh', '?']","['¿', 'Eh', '?']","['PUNCT', 'INTJ', 'PUNCT']",['¿Eh?'],['Eh?'],3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
archer,"Lana, tranquila, no beberé en tu ausencia y tomo esto muy en serio",0,[],0,"Lana, tranquila, no beberé en tu ausencia y tomo esto muy en serio","['Lana', ',', 'tranquila', ',', 'no', 'beberé', 'en', 'tu', 'ausencia', 'y', 'tomo', 'esto', 'muy', 'en', 'serio']","['Lana', ',', 'tranquilo', ',', 'no', 'beberar', 'en', 'tu', 'ausencia', 'y', 'tomar', 'este', 'mucho', 'en', 'serio']","['PROPN', 'PUNCT', 'ADJ', 'PUNCT', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'ADV', 'ADP', 'NOUN']","['Lana, tranquila, no beberé en tu ausencia y tomo esto muy en serio']",['Lana'],15,13,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,1,0,0,0,"lana, tomar mucho serio",,,
guardia,"Y su identificación, por favor",0,[],0,"Y su identificación, por favor","['Y', 'su', 'identificación', ',', 'por', 'favor']","['y', 'su', 'identificación', ',', 'por', 'favor']","['CCONJ', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN']","['Y su identificación, por favor']",[],6,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,,,,
butters,"La primera línea cubrirá los huecos. Díle que te gustan sus uniformes. Clyde, Token, abracen a esos jugadores",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Dile', 'Dice', 'Dije', 'Diré', 'Dele', 'Hile', 'DLE', 'Mile', 'Bilé', 'Dale', 'Dila', 'Diles', 'Dilo', 'Dime', 'Diple', 'Dire', 'Dite', 'Diñe', 'Diñé', 'Dolé', 'Gilé', 'Hilé', 'Pile', 'Pilé', 'Rile', 'Rilé', 'Tile'], 'offsetInContext': 37, 'context': 'La primera línea cubrirá los huecos. Díle que te gustan sus uniformes. Clyde, Tok...', 'offset': 37, 'errorLength': 4, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Díle que te gustan sus uniformes.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Cuide', 'Clisé', 'Elide', 'Cuidé', 'Lide', 'Clipe', 'Clise'], 'offsetInContext': 43, 'context': '...ecos. Díle que te gustan sus uniformes. Clyde, Token, abracen a esos jugadores', 'offset': 71, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Clyde, Token, abracen a esos jugadores'})]",2,"La primera línea cubrirá los huecos. Dile que te gustan sus uniformes. Cuide, Token, abracen a esos jugadores","['La', 'primera', 'línea', 'cubrirá', 'los', 'huecos', '.', 'Dile', 'que', 'te', 'gustan', 'sus', 'uniformes', '.', 'Cuide', ',', 'Token', ',', 'abracen', 'a', 'esos', 'jugadores']","['el', 'primero', 'línea', 'cubrir', 'el', 'hueco', '.', 'dile', 'que', 'tú', 'gustar', 'su', 'uniforme', '.', 'Cuide', ',', 'Token', ',', 'abracen', 'a', 'ese', 'jugador']","['DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN']","['La primera línea cubrirá los huecos.', 'Dile que te gustan sus uniformes.', 'Cuide, Token, abracen a esos jugadores']","['Cuide', 'Token']",22,20,15,3,2,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,0,0,4,2,0,0,0,primero gustar jugador,,,
criminal,"Por favor, le han disparado",0,[],0,"Por favor, le han disparado","['Por', 'favor', ',', 'le', 'han', 'disparado']","['por', 'favor', ',', 'él', 'haber', 'disparar']","['ADP', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB']","['Por favor, le han disparado']",[],6,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,haber disparar,,,
cheryl,Pásalo bien y ojalá que sufras de violencia homófoba,0,[],0,Pásalo bien y ojalá que sufras de violencia homófoba,"['Pásalo', 'bien', 'y', 'ojalá', 'que', 'sufras', 'de', 'violencia', 'homófoba']","['Pásalo', 'bien', 'y', 'ojalá', 'que', 'sufrir', 'de', 'violencia', 'homófobo']","['PROPN', 'ADV', 'CCONJ', 'INTJ', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ']",['Pásalo bien y ojalá que sufras de violencia homófoba'],[],9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,,,,
archer,"Sí llevo pipa, hombre no",0,[],0,"Sí llevo pipa, hombre no","['Sí', 'llevo', 'pipa', ',', 'hombre', 'no']","['sí', 'llevar', 'pipa', ',', 'hombre', 'no']","['INTJ', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADV']","['Sí llevo pipa, hombre', 'no']",[],6,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,llevar,,,
archer,"Sí, Lana, en serio. ¿Por qué mi madre no es apta para criar a AJ?",0,[],0,"Sí, Lana, en serio. ¿Por qué mi madre no es apta para criar a AJ?","['Sí', ',', 'Lana', ',', 'en', 'serio', '.', '¿', 'Por', 'qué', 'mi', 'madre', 'no', 'es', 'apta', 'para', 'criar', 'a', 'AJ', '?']","['sí', ',', 'Lana', ',', 'en', 'serio', '.', '¿', 'Por', 'qué', 'mi', 'madre', 'no', 'ser', 'apto', 'para', 'criar', 'a', 'AJ', '?']","['INTJ', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'ADP', 'PRON', 'DET', 'NOUN', 'ADV', 'AUX', 'ADJ', 'ADP', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['Sí, Lana, en serio.', '¿Por qué mi madre no es apta para criar a AJ?']","['Lana', 'AJ']",20,19,13,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,2,0,0,1,"lana,",,,
slater,Llévanos solo él y prestame una camisa,0,"[Match({'ruleId': 'VOSEO', 'message': 'Forma correcta si se usa voseo. Si no, utilice una forma alternativa.', 'replacements': ['préstame', 'prestadme'], 'offsetInContext': 19, 'context': 'Llévanos solo él y prestame una camisa', 'offset': 19, 'errorLength': 8, 'category': 'LANGUAGE_VARIANTS', 'ruleIssueType': 'locale-violation', 'sentence': 'Llévanos solo él y prestame una camisa'})]",1,Llévanos solo él y préstame una camisa,"['Llévanos', 'solo', 'él', 'y', 'préstame', 'una', 'camisa']","['llévano', 'solo', 'él', 'y', 'préstame', 'uno', 'camisa']","['NOUN', 'ADV', 'PRON', 'CCONJ', 'NOUN', 'DET', 'NOUN']",['Llévanos solo él y préstame una camisa'],['Llévanos'],7,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,,,,
dependiente de oro,"Es la mejor, es muy listo. Se aprovecha de mis precios bajos",0,[],0,"Es la mejor, es muy listo. Se aprovecha de mis precios bajos","['Es', 'la', 'mejor', ',', 'es', 'muy', 'listo', '.', 'Se', 'aprovecha', 'de', 'mis', 'precios', 'bajos']","['ser', 'el', 'mejor', ',', 'ser', 'mucho', 'listo', '.', 'él', 'aprovechar', 'de', 'mi', 'precio', 'bajo']","['AUX', 'DET', 'ADJ', 'PUNCT', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ']","['Es la mejor, es muy listo.', 'Se aprovecha de mis precios bajos']",[],14,14,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,2,0,0,0,0,mucho,,,
